patent_id,ai_dummy,patent_abstract
8898090,1,"An interactive tool is described for modifying the behavior of a system, such as, but not limited to, the behavior of a classification system. The tool uses an interface mechanism to present a current global state of the system. The tool accepts one or more refinements to this global state, e.g., by accepting individual changes to parameter settings that are presented by the interface mechanism. Based on this input, the tool computes and displays the global implications of the updated parameter settings. The process of iterating over one or more cycles of user updates, followed by computation and display of the implications of the attempted refinements, has the effect of advancing the system towards a global state that exhibits desirable behavior."
8906747,0,"A method (30) of forming a semiconductor package (20) entails applying (56) an adhesive (64) to a portion (66) of a bonding perimeter (50) of a base (22), with a section (68) of the perimeter (50) being without the adhesive (64). A lid (24) is placed on the base (22) so that a bonding perimeter (62) of the lid (24) abuts the bonding perimeter (50) of the base (22). The lid (24) includes a cavity (25) in which dies (38) mounted to the base (22) are located. A gap (70) is formed without the adhesive (64) at the section (68) between the base (22) and the lid (24). The structure vents from the gap (70) as air inside the cavity (25) expands during heat curing (72). Following heat curing (72), another adhesive (80) is dispensed in the section (68) to close the gap (70) and seal the cavity (25)."
8934539,1,"A method and system for vector processor quantization acceleration for an encoding process. The encoding process is implemented using the hardware of a video processor. The method includes computing coefficients for a DCT (discrete cosine transform) encoding operation and determining a quantization step for use with a quantization operation for each of the coefficients. A vector processor is then used for quantization acceleration. Out of a range of possible quantized output values, the vector processor computes a set of quantized output values from the coefficients. The vector processor is configured to evaluate each of the quantized output values of the set in parallel. For the range of possible quantized output values that are not computed using the vector processor, the quantized output values are computed by using a multiplication logic path."
8965969,1,"A method and apparatus each facilitate communication between users of a SIP-based network and SIP users external to that network. Each user of the SIP-based network possesses a SIP URI comprising a host name part belonging to the network and a user name part. The external users have access to a peer-to-peer network to resolve SIP URIs into contact IP addresses. The method comprises publishing into said peer-to-peer network a mapping between an identifier of a gateway to said SIP-based network and an IP address of the gateway. The identifier corresponds to or is derivable from said host name part. Upon receipt of a query at the gateway in respect of a URI associated with one of said users of said SIP-based network, the URI is resolved into a contact IP address. The contact IP address is returned to a node from which the query originated."
8996714,1,"Embodiments of the present invention address deficiencies of the art in respect to data granularity for an SOA and provide a method, system and computer program product for implementing an SOA using state-dependent entities. In an embodiment of the invention, a method for varying data granularity of a service component in an SOA according to state dependent entities can be provided. The method can include managing different states for a service component responsive to different operations performed in the service component; constraining an entity graph for the service component according to a first state of the service component; and, re-constraining the entity graph to include different properties for a second state of the service component."
9009260,0,"A method system and apparatus for transferring data via more than one communications interface are provided. A data file is transferred, at a processor of a device, and via at least one communications network, on a first communications interface of the device and a second communications interface of the device, the second communications interface different from the first communications interface."
9014934,1,"A method of controlling a pump for a hybrid transmission includes commanding a first line pressure of the transmission and deriving a first torque valueâ€”an open-loop torque valueâ€”from the first line pressure command, and commanding the pump to operate at the first torque value. The method monitors actual speed of the pump and derives a second torque valueâ€”a closed-loop torque valueâ€”therefrom. A third torque value is derived from the first and second torque values, and the pump commanded to operate at the third torque value. A first speed value may be derived from the first line pressure command, and the second torque value derived from the difference between the monitored and the first speed values. Deriving the third torque value may include a substantially-linear combination of the first and second torque values."
9019270,1,"One embodiment of the invention is a collage engine that generates informative viewpoints of a 3D model based upon the editing history of the 3D model. In operation, the collage engine processes an editing log to identify segments of the 3D model that include related vertices. For a given segment, the collage engine selects a viewpoint used by the end-user to edit the 3D model and a viewpoint used by the end-user to inspect the 3D model. The collage engine may then present the informative viewpoints to the end-user for inclusion in a collage of 2D renderings based upon the informative viewpoints. Generally, the viewpoints used while editing and inspecting the 3D model are of importance in the overall presentation of the 3D model. Therefore, collages of 2D renderings based upon the informative viewpoints can be generated effectively."
9024405,0,"A solid-state image sensor including an effective pixel portion in which a plurality of pixels including photodiodes formed on a semiconductor substrate are arranged, and a peripheral portion arranged around the effective pixel portion, includes a plurality of metal wiring layers arranged above the semiconductor substrate, and a planarizing film covering a patterned metal wiring layer that is a top layer among the plurality of metal wiring layers, wherein in the effective pixel portion, the plurality of metal wiring layers have openings configured to guide light to the photodiodes, and in the peripheral portion, an opening is provided in the top layer, and at least one metal wiring layer between the top layer and the semiconductor substrate has a pattern which blocks light incident on the photodiodes via the opening in the top layer."
9026956,1,"Some embodiments of the present disclosure relate to a method to simulate patterning of a layout. The method comprises simulating formation of a layout pattern under a first lithography condition. The first lithography condition comprises a set of parameters, wherein a value of each parameter is defined by a corresponding process model. The method further comprises randomly varying the value of each parameter of the first lithography condition within a range of values defined by the corresponding process model of the parameter, to create a second lithography condition. Formation of a layout pattern is then re-simulated under the second lithography condition. Random variation of the value of each parameter is repeated to create additional lithography conditions. And, each lithography condition is re-simulated until the value of each parameter has been substantially varied across a range of its respective process model."
9091768,0,Improvement in luminescence intensity is demanded from a scintillator material. The present invention provides a new scintillator material by adding a specific element selected from thallium and indium to a material having a basic composition represented by an alkali element:copper:a halogen element=3:2:5.
9094389,1,"To authenticate nodes, a connection between a first node and a second node may be identified. A first set of nodes having connections with the first node and assigned to a first plurality of clusters may be identified. A second set of nodes having connections with the second node and assigned to a second plurality of clusters may be identified. A first distribution of clusters may be generated based on the first set of nodes. A second distribution of clusters may be generated based on the second set of nodes. The first distribution and the second distribution may be analyzed. An authenticity metric for at least one of the first node and the second node may be generated based on the analyzing the first distribution and the second distribution."
9134651,0,"A developer container includes a container body, a movable wall, and a stirring member. The container body is formed with a developer discharge port opening in a circumferential portion of the container body and communicating with an internal space for allowing discharge of developer therethrough. The movable wall includes an outer surface slidably in close contact with an inner surface of the container body, and a conveying surface defining a storage space for the developer, the movable wall being movable in the first direction in the internal space while conveying the developer in the storage space to the developer discharge port. The stirring member faces the developer discharge port in a direction intersecting the first direction and is rotatable to stir the developer in the storage space. The movement of the movable wall and the rotation of the stirring member are controlled independently of each other."
9135361,1,"According to an example implementation, a computer-implemented method may include extracting, by a computing device, structured content from a website, determining a recent taxonomy by applying category rules to the structured content, the recent taxonomy including multiple categories and a new category, and updating a stored taxonomy based on the determined recent taxonomy by adding the new category to the stored taxonomy."
9181965,0,A hydraulic apparatus control system includes a plurality of directional control valves. Each valve serves to selectively convey pressurized fluid to a hydraulic consumer which is detachably connected to a respective hydraulic output. A plurality of user interface devices control the valves. A terminal includes a display and user input means. The display displays a graphic associated with each hydraulic output. Each graphic includes a displayed user-definable label.
9190061,1,"A data processing apparatus for detecting a probability of speech based on video data is disclosed. The data processing apparatus may include at least one processor, and a non-transitory computer-readable storage medium including instructions executable by the at least one processor, where execution of the instructions by the at least one processor causes the data processing apparatus to execute a visual speech detector. The visual speech detector may be configured to receive a coordinate-based signal. The coordinate-based signal may represent movement or lack of movement of at least one facial landmark of a person in a video signal. The visual speech detector may be configured to compute a probability of speech of the person based on the coordinate-based signal."
9199030,0,"A delivery device includes first and second housing portions that selectively engage and disengage. A reservoir on one housing portion operatively engages a drive device and/or a needle inserting device on the other housing portion. Upon proper engagement of the housing portions, the reservoir operatively couples to the drive device and/or the needle inserting device. A first magnet on the first housing portion and a second magnet (or a magnetically-attractive material) on the second housing portion are positioned to magnetically interact with each other, upon operative engagement of the housing portions. A third magnet on the second housing portion may be opposed to the first magnet to help align the housing portions for connection. A magnet-responsive device may be on one or both housing portions to detect alignment and/or connection of the housing portions."
9218141,0,"Provided are a computer program product, system, and method for managing write operations to an extent of tracks migrated between storage device. An operation to migrate an extent of tracks from the second storage to the first storage is processed. A determination is made of the tracks in the extent having a write indicator indicating that the track was updated in the second storage since the previous time. The data for the determined tracks is copied from the second storage to free locations in the first storage. An extent object for the extent is updated to indicate the free locations to which the data for the tracks were copied as an active address for the track."
9268367,0,"A device may have a plurality of displays, such as a high-power display and a low-power display. The low-power display may be used to display various types of information. Some examples of information that may be displayed on the low-power display include personal customizations of the device (e.g., skins, tattoos, text or graphics, etc.), a battery meter, a signal strength meter, the date and time, or any other type of information. In one example, the device has a separate processor that drives the low-power display, so that the low-power display can be used while the device is in sleep mode or off. In another example, an application that runs on the device's regular processor uses the high- and low-power displays cooperatively to display output from an application. The low-power display can be wrapped around the edges and/or corners of the device, to make effective use of the device's surface area."
9298435,1,"A method for optimizing if statements in a program includes obtaining, by a processing device, for each of conditional expressions of a plurality of if statements in the program, a set of conditional expressions having an inclusion relation; computing, for each of the set, a position with low execution frequency in the program as a move destination of a conditional expression having an inclusion relation, using information of the set in which the conditional expression is included; and moving the conditional expression to the computed move destination of the conditional expression."
9322291,0,"Disclosed is a gas turbine engine including a plurality of inlet guide vanes. The gas turbine engine further includes an inlet case supporting each of the plurality of inlet guide vanes, and the inlet case is provided with at least one passageway in communication with a source of fluid. The at least one passageway is configured to communicate the fluid to each of the plurality of inlet guide vanes."
9336772,1,"Features are disclosed for updating or generating natural language processing models based on information associated with items expected to be referenced in natural language processing input, such as audio of user utterances, user-entered text, etc. Natural language processing models may include, e.g., language models, acoustic models, named entity recognition models, intent classification models, and the like. The models may be updated or generated based on selected features of input data and a machine learning model trained to produce probabilities based on the selected features."
9367656,0,"Clock distribution schemes in emulation systems are typically complex and use significant resources. The present disclosure is generally directed to clock distribution to emulation chips using a serial interconnect mesh. A clock distribution tree is overlayed on the emulation chips allocated to a user's circuit design, the tree branching from a root emulation chip using selected serial interconnections and covering each allocated emulation chip. The emulation chips can recover a clock from received serial signals. The delay associated with each interconnection is determined and used by configuration software when creating the distribution tree. To start emulation stepping synchronously, each emulation chip is configured to know its delay from the root emulation chip. A message is sent from the root emulation chip to each branch emulation chip triggering a timer to countdown a time until emulation is to begin, allowing the emulation chips to start stepping in lockstep."
9374421,1,A method for sharing a content item from an originator with one or more first-order recipients may include receiving a first grouping of one or more first-order recipients that is selected to receive the content item from the originator. The method may also include receiving one or more distribution objectives from the originator. The method may also include selecting a first share time for the content item. The method may also include predicting a first predicted grouping of second-order recipients derived from the first grouping of first-order recipients for the content item at the first share time. The method may also include determining whether the distribution objectives are met for the content item. The method may also include sharing the content item at the first share time in response to the distribution objectives being met for the content item.
9380146,1,"Methods and systems for converting voice calls into text calls are disclosed. A method includes determining that a first user device is to be switched from a voice call mode to a text call mode, and sending an indication that the first user device is to be switched from the voice call mode to the text call mode to a server that is in communication with a second user device. The method further includes presenting to a user of the first user device a voice call from the second user device in text format."
9390294,1,"Virtual device control in a computer system is described. Examples include: obtaining a device configuration policy from firmware in the computer system, the device configuration policy defining global access permissions to at least one embedded device in the computer system applied at boot time. Obtaining a virtual device configuration policy established for at least one of a selected user or a selected virtual machine (VM), the virtual device configuration policy defining additional access permissions to the at least one embedded device. Establishing a virtual hardware definition for an instance of the selected VM executing on the computer system based on the global access permissions and the additional access permissions."
9418343,1,"Implementations of the disclosed subject matter provide methods and systems for using a multistage learner for efficiently boosting large datasets in a machine learning system. A method may include obtaining a first plurality of examples for a machine learning system and selecting a first point in time. Next, a second point in time occurring subsequent to the first point in time may be selected. The machine learning system may be trained using m of the first plurality of examples. Each of the m examples may include a feature initially occurring after the second point in time. In addition, the machine learning system may be trained using n of the first plurality of examples, and each of the n examples may include a feature initially occurring after the first point in time."
9432636,1,"Depth maps of a physical space are obtained using a depth sensor carried by a rig such as a robot or a head mounted display device worn by a user. Visible light images are also obtained. The images and orientation readings are used to create a pose graph which includes nodes connected by links. The nodes are associated with different poses of the rig and the corresponding images. Links between the nodes represent correspondences between the images, and transforms between coordinate systems of the nodes. As new images are captured, the pose graph is updated to reduce an accumulation of errors. Furthermore, surfaces in the physical space can be reconstructed at any time according to the current state of the pose graph. Volumes used in a surface reconstruction process are anchored to the nodes such that the positions of the volumes are adjusted as the pose graph is updated."
9433476,0,"The present disclosure includes computing device related, systems, and methods for IPR planning as described herein. One method includes identifying a first tooth and a second tooth in a digital dental model with an overlap in a target final position in a treatment plan and identifying a reference line on each of the first tooth and the second tooth; revising the treatment plan wherein a position of each of the first tooth and the second tooth is determined in which the reference line of each of the first tooth and the second tooth are aligned and the first tooth and second tooth are not overlapping; and prescribing IPR based on the determined position of each of the first tooth and the second tooth."
9485263,1,"Various embodiments provide an approach to classifying security events based on the concept of behavior change detection or â€œvolatility.â€ Behavior change detection is utilized, in place of a pre-defined patterns approach, to look at a system's behavior and detect any variances from what would otherwise be normal operating behavior. In operation, machine learning techniques are utilized as an event classification mechanism which facilitates implementation scalability. The machine learning techniques are iterative and continue to learn over time. Operational scalability issues are addressed by using the computed volatility of the events in a time series as input for a classifier. During a learning process (i.e., the machine learning process), the system identifies relevant features that are affected by security incidents. When in operation, the system evaluates those features in real-time and provides a probability that an incident is about to occur."
9497042,1,"A method and apparatus are provided. The method is carried out by a notification engine, for delivering to a user equipment a group of incoming notifications from at least one application running on the user equipment. The application running on the user equipment is registered on the notification engine. The method includes: defining at least one criterion for delivering notifications, buffering the incoming notifications, and delivering according to the criterion a group of previously buffered notifications."
9519696,1,"Data transformation policies specify conditions based at least in part on request features. When a request is received, features of the received request are used to determine any data transformation policies applicable to the request. When a data transformation policy applies to the request, a corresponding data transformation is applied to data responsive to the request. A response to the request comprising transformed data is provided."
9535817,1,"A method for developing and testing an application for a device with one or more sensors using a sensor emulation environment that may allow testing of the application in a programmatic manner. The sensor emulation environment may emulate actual physical sensors. The sensor emulation environment may receive sensor simulation data from multiple types of sources of sensor data. A sensor data engine may receive sensor simulation data from a selected data source via an API. The data engine may provide data values at times that represent operation of a sensor. The sensor emulation environment may further include a sensor interface component that emulates a hardware interface to the emulated sensor in a physical target device such that application components, such as a driver, may interact with the sensor emulation environment."
9547641,1,A computer generates a target language text phrase from a source language text phrase. The computer receives a text phrase in a source language. The computer then determines one or more salient points of the received source language text phrase. The computer determines one or more salient points in a target language that correspond to the one or more source language salient points. The computer then generates a target language text phrase based on the one or more salient points in the target language.
9558533,1,"Three-dimensional (3D) asset performance enhancement is disclosed. In various embodiments, the 3D assets may be retrieved from a specific folder, each 3D asset describing one or more 3D models. The 3D assets may be processed at build-time of an application to enhance the performance of the 3D assets at runtime of the application by performing one or more enhancements on the 3D assets before adding the enhanced 3D assets to a bundle of the application."
9572152,0,"Systems and methods for providing bandwidth adaptive reference signals are disclosed. In one embodiment, a wireless device receives a downlink signal from a base station in a cellular communication network on a corresponding downlink carrier, where a number of time domain units per frame in the downlink signal that carry reference symbols is determined based on, or is otherwise a function of, a system bandwidth of the downlink carrier. In addition, in some embodiments, a number of frequency domain units that carry reference symbols is also a function of the system bandwidth of the downlink carrier. The wireless device processes the reference symbols to provide one or more desired features such as, for example, synchronization, radio resource management measurements, channel estimation, or the like."
9576073,1,"Distance query techniques are provided that are robust to network structure, scale to large and massive networks, and are fast, straightforward, and efficient. A hierarchical hub labeling (HHL) technique is described to determine a distance between two nodes or vertices on a network. The HHL technique provides indexing by ordering vertices by importance, then transforming the ordering into an index, which enables fast exact shortest-path distance queries. The index may be compressed without sacrificing its correctness."
9608916,1,"Herein described is a collection of traffic classifiers communicatively coupled to a classification aggregator. Traffic classifiers may use conventional techniques to classify network traffic by application name, and thereafter may construct mappings that are used to more efficiently classify future network traffic. Mappings may associate one or more characteristics of a communication flow with an application name. In a collaborative approach, these mappings are shared among the traffic classifiers by means of the classification aggregator so that one traffic classifier can leverage the intelligence (e.g., mappings) formulated by another traffic classifier."
9611277,0,"The present invention is directed to compounds of Formula I: wherein X is N or CR1; Y is N or CR2; R1 is H, alkoxy, halo, triazolyl, pyrimidinyl, oxazolyl, isoxazole, oxadiazolyl, or pyrazolyl; R2 is H, alkyl, alkoxy, or halo; Z is NH or O; R3 is H, alkyl, alkoxy, halo, or triazolyl; R4 is H or alkyl; or R3 and R4, together with the atoms to which they are attached, form a 6-membered aryl ring or a 5- or 6-membered heteroaryl ring; R5 is pyridyl, pyrazinyl, or pyrimidinyl, wherein the pyridyl, pyrazinyl, or pyrimidinyl is optionally substituted with halo or alkyl; and n is 1 or 2. Methods of making the compounds of Formula I are also described. The invention also relates to pharmaceutical compositions comprising compounds of Formula I. Methods of using the compounds of the invention are also within the scope of the invention."
9639520,1,"Methods and systems for keyword spotting, i.e., for identifying textual phrases of interest in input data. In the embodiments described herein, the input data comprises communication packets exchanged in a communication network. The disclosed keyword spotting techniques can be used, for example, in applications such as Data Leakage Prevention (DLP), Intrusion Detection Systems (IDS) or Intrusion Prevention Systems (IPS), and spam e-mail detection. A keyword spotting system holds a dictionary of textual phrases for searching input data. In a communication analytics system, for example, the dictionary defines textual phrases to be located in communication packetsâ€”such as e-mail addresses or Uniform Resource Locators (URLs)."
9664126,0,"A method for a vehicle, comprising: during a first condition, closing a canister vent valve responsive to an engine-off event without initiating an engine-off natural vacuum test; during a second condition, following the first condition, closing the canister vent valve responsive to a vehicle-off event; and then initiating an engine-off natural vacuum test. In this way, the completion percentage of the engine-off natural vacuum test will increase."
9667788,1,"Methods, customer-responsive computer program product, and system for analyzing electronic customer communication data, generating behavioral assessment data and generating a responsive communication that includes receiving, by a server, electronic customer communication data of two or more types, determining customer identification data associated with the electronic customer communication data by the server, analyzing the electronic customer communication data by applying a predetermined linguistic-based psychological behavioral model to the electronic customer communication data, generating behavioral assessment data by the contact center based on said analyzing, the behavioral assessment data providing a personality type for the analyzed electronic customer communication data, generating a responsive communication based on the generated behavioral assessment data, and providing the responsive electronic communication via a user interface."
9686076,0,"Apparatus and methods for storing and controlling access control clients. In one embodiment, transmitting and receiving devices ensure that only one copy of an eSIM is active at any time. Specifically, each transferred eSIM is encrypted for the destination device; the eSIM from the source device is deleted, deactivated, or otherwise rendered unusable. Various aspects of network infrastructure are also described, including electronic Universal Integrated Circuit Card (eUICC) appliances, and mobile devices. Various scenarios for transfer of eSIMs are also disclosed."
9727910,1,"Location-based notification to a user before the user engages in a transaction at a location. Embodiments determine a location of a store at which the user is in or near by using positioning data received at a mobile communication device and determines a potential transaction amount for the user at the store and generates budget data based at least in part on a budget goal identified from a local memory of the mobile communication device or received from a remotely hosted financial management system. Budget data is presented to the user, e.g., in the form of a message, notification, or warning on the mobile communication device to inform the user about budget items relevant to a merchant at that location. The user may choose to initiate or complete a transaction at the location with or without involving the financial management system."
9755538,0,"A power converter includes an output converter having a 3-phase or higher output, an inductor coupled to the output converter and a switch device coupled to the inductor. The switch device charges the inductor via a DC input during a first stage of a switching cycle of the switch device. The output converter discharges the inductor to a load coupled to the 3-phase or higher output during a second stage of the switching cycle. The output converter includes a phase leg for each phase of the 3-phase or higher output, each phase leg having a first thyristor device connected in series with a second thyristor device. Each phase of the 3-phase or higher output originates between the first thyristor device and the second thyristor device of the corresponding phase leg."
9760894,1,"Data is received by a first device from a first source, where the data contains a link to a particular web page. Responsive to the data, a repository of syndicated content items associated with web pages is accessed. If a particular syndicated content item associated with the particular web page is in the repository, the particular syndicated content item is retrieved and provided to a second device for display at the second device."
9891273,0,"Test structures, methods of manufacturing thereof, and testing methods for semiconductors are disclosed. In one embodiment, a test structure for semiconductor devices includes a printed circuit board (PCB), a probe region, and a compliance mechanism disposed between the PCB and the probe region. A plurality of wires is coupled between the PCB and the probe region. End portions of the plurality of wires proximate the probe region are an integral part of the probe region."
9899732,0,A reconfigurable antenna is provided having a liquid metal in contact with an electrolyte with the liquid metal being in a first configuration. A plurality of electrodes includes a first electrode in contact with the liquid metal and a second electrode in contact with the electrolyte. A voltage source connected across the first and second electrodes applies a voltage of a predetermined magnitude and a predetermined polarity in order to move the liquid metal from the first configuration to a second configuration and to measure resultant current flow and modify the applied voltage based on the resultant current flow. Cessation of the applied voltage locks the liquid metal in this second configuration.
9910747,1,"A method, computer program product and/or system for facilitating data access that performs the following steps (not necessarily in the following order): (i) generating a Mirror Write Consistency (MWC) record associated with a data portion stored on a data storage device (ii) saving a dynamic copy of the MWC record in a manner such that the MWC record is more readily accessible for read and write operations than the data portion stored on the data storage device. At least the generating and making step is performed by computer software running on computer hardware."
9997172,1,"A system, method and computer program product are described for voice activity detection (VAD) within a digitally encoded bitstream. A parameter extraction module is configured to extract parameters from a sequence of coded frames from a digitally encoded bitstream containing speech. A VAD classifier is configured to operate with input of the digitally encoded bitstream to evaluate each coded frame based on bitstream coding parameter classification features to output a VAD decision indicative of whether or not speech is present in one or more of the coded frames."
10028257,0,"A method and apparatus for transmitting device-to-device (D2D) related information in a wireless communication system is provided. A user equipment (UE) transmits a D2D-related identifier (ID) to a network during a radio resource control (RRC) connection establishment procedure, and transmits D2D-related group information to the network."
10031839,1,"A device may obtain text to be processed to extract constraints corresponding to an object in the text. The constraints may define values permitted to be associated with the object. The device may extract the constraints based on identifying patterns in the text. The device may generate, based on the constraints, positive test data and negative test data for testing values for the object. The positive test data may include a first value that satisfies each of the constraints, and the negative test data may include a second value that violates at least one of the constraints. The device may provide information that identifies the positive test data and the negative test data."
10080711,0,"An oral composition is provided comprising at least 0.5% by weight of the composition of pyrophosphate in an orally acceptable carrier, wherein the pyrophosphate is provided by a mixture of disodium pyrophosphate and tetrasodium pyrophosphate in a ratio from disodium pyrophosphate to tetrasodium pyrophosphate in the range of from 1:0.4 to 1:1.2 and wherein the pH value of the composition is in the range of from 6.0 to 8.0. The oral composition can be used for prevention and control of tartar and/or calculus formation."
10100738,0,"A cooling system is provided. The cooling system may comprise a heat exchanger and a first conduit fluidly coupled to an outlet of the heat exchanger. An annular passage may be fluidly coupled to the first conduit. A tangential onboard injector (TOBI) may be fluidly coupled to the annular passage. A gas turbine engine is also provided and may comprise a compressor, a combustor in fluid communication with the compressor, and a diffuser around the combustor and a turbine. A heat exchanger may have an inlet fluidly coupled to the diffuser. A second conduit may be fluidly coupled to an outlet of the heat exchanger. An annular passage may be fluidly coupled to the second conduit. A tangential onboard injector (TOBI) may be fluidly coupled to the annular passage."
10102621,1,A high-resolution image suited to the purpose of a doctor or the like is acquired. The present invention relates to an image processing apparatus including an acquisition unit configured to acquire a tomogram of a subject eye; a first extraction unit configured to extract part of the tomogram acquired by the acquisition unit; an estimating unit configured to estimate a high-frequency component based on a result of extraction by the extraction unit; and a combining unit configured to combine the high-frequency component with the tomogram acquired by the acquisition unit.
10127429,1,"Disclosed are a system and method for performing spoof detection. The method includes: receiving, by processor from a biometric sensor, an input image of a biometric; obtaining, by the processor, keypoint locations of keypoints in the input image, wherein keypoints in the input image comprise local regions of interest in the input image; computing, by the processor, one or more anti-spoof metrics of the input image based on the keypoint locations; and, determining, by the processor, whether the input image is a replica of the biometric based on the one or more anti-spoof metrics."
10133797,1,"Methods, systems, and computer-readable storage media for implementing data warehouse management are disclosed. A data warehouse management system includes a job request scheduler configured to generate a workflow for data warehouse operations. The data warehouse management system includes a request manager configured to retrieve job requests for the data warehouse operations from the job request scheduler. The data warehouse management system includes a priority queue service configured to place each of the job requests into a respective priority queue based on their priorities. The data warehouse management system includes a worker service configured to retrieve the job requests from the priority queues in a priority order and to cause execution of the data warehouse operations. The data warehouse management system includes a data warehouse service including one or more database clusters configured to store data relating to the data warehouse operations."
10154300,1,"Apparatus and methods for obtaining a content item in a mobile environment include receiving a content item of a first type and content management information that corresponds to the content item. The content management information specifies a destination storage location for content items of the first type, and the destination storage location is different from a default storage location for the content items of the first type. Further, these aspects include storing the content item on the communication device at the destination storage location based on the content management information, and executing an application on a computing platform of the communication device. The application interacts with the content item at the destination storage location based on the content management information. Additional apparatus and methods relating to distributing content are also disclosed."
10187905,0,"Systems and techniques relating to wireless networking, and target wake time (TWT) scheduling for transmissions employing an Orthogonal Frequency-Division Multiple Access (OFDMA) digital modulation channelization include: receiving a frame at a wireless device, wherein a format of the frame comprises (i) a field indicating a target wake time, (ii) a first subfield having a first value that indicates a digital modulation channelization scheme, and (iii) a second subfield having a second value that indicates a transmission direction; and powering on the wireless device at the target wake time indicated by the field in the frame, wherein the powering on the wireless device enables the wireless device to transmit additional frames via a wireless channel based on (i) the first value set in the first subfield of the frame and (ii) the second value set in the second subfield of the frame."
10198437,1,"The present invention relates to statistical machine translation, and provides a machine translation device and a machine translation method that acquire a creation probability for a target language from a single corpus while extracting respective conversion probabilities by extracting syntax conversion knowledge and word translation knowledge from a parallel corpus, model a weighted translation model by allowing each of the conversion knowledge and each of the probabilities to learn using a translation model learning device, and generate a target sentence through decoding processes of a syntax converter and a word translator by applying the translation model to a source sentence input in real time, thereby resolving disadvantages of the existing phrase-based SMT and syntax-based SMT and combining advantages thereof."
10204169,1,"System and method for delivering context aware applications including a content analyzer, a context aware application, a recommendation component, and a controller. The content analyzer is adapted to determine topics in content requested by a user. The context aware application repository contains one or more context aware applications. The recommendation component is adapted to select a context aware application from among the one or more context aware applications based on the determined topics. The controller is adapted to receive the request for a context aware application including information regarding the requested content and is adapted to send the selected context aware application to the requester of the selected context aware application."
10210608,1,"An image system for detecting defects in an image may include a processing device to detect defects in a target image by analyzing the activity level in a reference and the target image. The system may identify a quiet area/pixel in the reference image based on the activity level, check the activity level of the corresponding pixel in the target image, and classify the pixel in the target image as defective if the activity level of the pixel in the target image exceeds a noise threshold. The system may additionally swap the reference and target image, repeat the detection steps and combine the detection results with those before the swap. The system may also include an image sensor to scan a printed document of the reference image into a scanned electronic document (the target image)."
10282815,1,Environmental map generation techniques and systems are described. A digital image is scaled to achieve a target aspect ratio using a content aware scaling technique. A canvas is generated that is dimensionally larger than the scaled digital image and the scaled digital image is inserted within the canvas thereby resulting in an unfilled portion of the canvas. An initially filled canvas is then generated by filling the unfilled portion using a content aware fill technique based on the inserted digital image. A plurality of polar coordinate canvases is formed by transforming original coordinates of the canvas into polar coordinates. The unfilled portions of the polar coordinate canvases are filled using a content-aware fill technique that is initialized based on the initially filled canvas. An environmental map of the digital image is generated by combining a plurality of original coordinate canvas portions formed from the polar coordinate canvases.
