firm_id,bus_description,esg_dummy
f00173,"Hypertec is a global provider of information technology products and services. Its strategic divisions serve more than 3,000 customers in over 70 countries. Since its inception over 32 years ago, Hypertecâ€™s continuous dedication to innovation, research and development together with its long-term collaborative relationships, have led it to become an internationally renowned global leader in IT. Its solutions are employed by organizations from small to large in sectors including finance, cloud providers, hyperscale, aerospace, engineering, transport, oil and gas, government, healthcare, education and defense. Hypertec offers a full range of IT products and services including personal computers, laptops, high performance workstations, printers, enterprise servers, carrier grade servers and appliances, high frequency servers, personal clusters, network appliances and storage devices. Hypertec also offers a comprehensive suite of complementary services including data center colocation services, IT and healthcare maintenance services, integration services, asset management services, professional services, business continuity services, disaster recovery services, lifecycle management and IT asset disposition, OEM services and home health monitoring services. Hypertec is headquartered in Montreal with facilities in Pointe-Claire, QuÃ©bec, Toronto, Ottawa, Boston, Minneapolis, Phoenix, Silicon Valley, Rotterdam (The Netherlands), Nice (France) and Hong Kong.",0
f00174,"EcoPhos is a Belgian based technology provider, producer and market leader of animal feed phosphates in Europe. EcoPhos, with head office and R&D centre in Louvain-La-Neuve, Belgium, employs 250 employees. It has an engineering office (Temco engineering), a full scale (4-8 kt/a) demonstration unit (Technophos) and two feed phosphates production sites (Aliphos) with a total capacity of 300 000 TPA.",0
f00175,On a mission to help ambitious students achieve their full potential and become the leaders of tomorrow,0
f00176,MYM Nutraceuticals is an innovative company focused on acquiring Health Canada licenses to produce and sell high-end organic medicinal cannabis supplements and topical products.  MYM has two production projects in QuÃ©bec that when completed will have over 1.5 million square feet of production space,0
f00177,"Luxury Glamping business based in Suffolk, UK.",0
f00178,"Bajaj Electricals Ltd. is a consumer electrical equipment manufacturing company. Bajaj Electricals Ltd. Company's business segments consist of Lighting; Consumer Durables; Engineering & Projects, and Others.",0
f00179,"Pit.AI Technologies has developed a core machine learning technology that is based on a nonconventional quantitative finance approach and novel machine learning techniques. In addition to solving some engineering challenges, they have had to push the boundaries of machine learning methodologies in the process. Early results are very promising.",0
f00180,Mobile phones and accessories,0
f00181,"They are a strategy advisory firm that offers integrated brand management services including strategy, branding, design, digital and communication. The drive to make an impact for our friends (our clients) by helping them transform their business, drive growth, and improve their communities is what shapes our thinking and action.",0
f00182,"Aoda Copper specializing in copper rods and copper production, the product involves more than 30 brands of the three series of products. The company's product specifications from 0.5mm-110mm, the shape of a round, hexagonal, square, lace and shaped. The company has a modern professional production equipment, including: 750Kg semi-continuous casting machine 3, 300Kg horizontal continuous casting machine 3, large tonnage of the extruder 1250T and 650T each one, hood-type annealing furnace, vacuum annealing furnace, Pull the machine, automatic high-speed joint wire drawing machine. The company set up a physical and chemical testing center, testing equipment, Germany Spike direct reading spectrometer, metallographic analyzer, universal testing machine, HB-3000 hardness, visible spectrophotometer and so on.",0
f00183,"GoGold Resources Inc. (TSX: GGD) is a Canadian-based, mineral resource company with active development and exploration properties in Mexico.  The companyâ€™s development property, The Parral Tailings Project, is in Chihuahua State, Mexico and is currently fully funded and permitted and in construction of a heap leach facility that will process the tailings.",0
f00184,"Open Innovation City Bielefeld is a new initiative for all areas of a city to work together to shape its future. It is based on the assumption that innovations can come about not only in the economy, but everywhere and through all areas of a company. When innovative ideas and motivated stakeholders come together, it is possible to do things that would never usually happen in a city. Bielefeld wants to be a pioneer as the first Open Innovation City.",0
f00185,"Blue Sky POSâ„¢ is a customer-centric, marketing driven point-of-sale system designed to incorporate key business functions into one seamless POS and back office solution including touch-screen, bar coding, payment processing, customer profiling, loyalty programs, cash drawer management, inventory control and more. Blue Sky POS arms independent retailers, chain stores and franchisers with the same marketing and customer facing tools that the larger retailers use at a reasonable price point for smaller organizations.",0
f00186,"Mint AI uses advanced AI technology to improve peopleâ€™s lives. With a strong focus on Computer Vision in the Healthcare and Education spaces, they believe that the correct technology, correctly applied, can dramatically improve all lives and livelihoods.",0
f00187,"Get affordable plumbing service for domestic and commercial plumbing needs. We fix and install all plumbed appliances. For plumbers in Crewe, Warmingham & Haslington, contact us!",0
f00188,"Durise is a real estate company focused on real estate crowdfunding in the Middle East region. It allows investors to invest on their own terms with the desired time frame and returns. The company also enables individuals to group together online and invest in selected properties and developments, and earn passive income. It manages investments on behalf of the crowdfunders, and insures the timely pay out of the generated rent income and oversees the sales process upon reaching the exit term. Durise was founded in 2014 and is based in Dubai.",0
f00189,"Happy East Capital is a venture capital and support start-up team incubator on the blockchain. It is committed to support high-quality blockchain projects globally, promoting blockchain economics and finance. To bring much more transparency, efficiency into the investment environment, to accelerate blockchain technology development. They provide office, equipment, advice and funding for the start-up team. HAPPY EAST CAPITAL expects to establish long-term and in-depth cooperation with the excellent blockchain team.",0
f00190,"Dokkur is a cloud-based PaaS platform that supports all popular programming languages â€‹â€‹and web development technologies and allows users to deploy and publish applications in 1 click. The Dokkur solution, targeted at individual software developers and development studios, greatly simplifies the deployment of any software products (SaaS-services, websites, bots, etc.) on the server infrastructure. It's no secret that the solution of infrastructure tasks usually takes developers and managers of studios extra time and money - to connect third-party services, their administration, increase the payroll for server developers. Some companies even have to spend money on a separate department, creating its own infrastructure solutions. Dokkur allows them to solve all these tasks, tuning the server infrastructure in several clicks and automatically scaling it.",0
f00191,"Launched in 2008, the North Coast Opportunities (NCO) Technology Fund provides low interest loans of up to $125K to help high-potential Cuyahoga County technology companies complete specific value-driving projects, create new jobs and attract additional capital.",0
f00192,"HashMove is transforming logistics by simplifying global, multimodal, end-to-end logistics through its smart innovative digital platform where shippers and service providers can connect and transact seamlessly",0
f00193,Financial Services Technololgy,0
f00194,"Infogenx Pvt Ltd is an emerging Information Consultancy Services started with three decade experienced IT Professionals especially focused on Data Analytics, all types of Data related works, Web, Mobile, cloud, custom software Application Services to assist their clients to reach their Goals.   Infogenx has continued to strive towards becoming a complete multi-disciplinary IT consultancy services offering our Clients the specialist individual attention and solutions required by an ever-changing IT project environments. Infogenx sees teamwork on every project as the key success element and is responsible for creating this environment. The over-all project manager is duty-bound in ensuring efficient and regular communication to all stakeholders and at all levels.   Infogenx believes in a hands-on approach on all projects. That is why a the Board  of the firm will always be in control of the key functions on our projects. We have equipped with the latest technology and has the necessary staff and resources to ensure the best professional service is provided at all times.",0
f00195,"Stem Innovation powers the izon camera line, an innovative and elegantly designed line of WiFi video cameras.  As the camera's feed is accessible remotely via an iOS smartphone, the izon camera is commonly used as a baby monitor, pet cam, or home and business surveillance monitor.",0
f00196,PrestigePac is 100% Vegan leather car and home organizer.,0
f00197,"Idopic is a platform to create and manage collaborative emotional stories. Idopic is building a brand-new app named Sweebi which let people make their photos and videos more collaborative. Build on top of an organization alloying technical experts and digital strategist (top 50 IT companies and start-up experienced), we make a point of building the perfect app for every medias.",0
f00198,"AKTIVO offers entirely new opportunities for investors interested in acquiring real estate to generate income Dear partners, AKTIVO company grew out of my own thoughts on how you can easily and safely invest in commercial real estate and receive passive income. I have many times wanted to invest in commercial real estate. I knew that I wanted to create a steady income that will provide me and my family in the future, so I was interested in robust objects with a clear history and stable tenants. But in most cases, I was faced with the fact that good facilities are not available even for very wealthy people. As a result, I purchased several commercial real estate, but the process took a lot of time and effort, and I did not become a passive investor, who simply makes a profit and does not participate in the management of the object. The reality is that buying a property is equivalent to the discovery of yet another business. Without control, the necessary funding and efficient management will not result. Therefore we have created a company that will help successful people easily understandable to invest in commercial real estate for long-term income rather than long-term problems. We have built a platform that allows multiple people to jointly invest in commercial real estate, passed thorough fully tested with high-quality pool of tenants and a stable long-term profitability. These properties simply can not buy their own due to their size and high cost. Following the acquisition of all properties are managed AKTIVO, which allows our investors do not waste your time on the interaction with tenants and operational services. We are engaged in building something more than just a company. Together we make the housing market more accessible and attractive and create the possibility of passive and long-term income for every family in Russia. With best wishes of prosperity and well-being, Oskar Hartmann, Founder and President AKTIVO",0
f00199,"The Bandung Institute of Technology (Indonesian: Institut Teknologi Bandung, abbreviated as ITB) is a state, coeducational research university located in Bandung, Indonesia. Established in 1920, ITB is the oldest and first technology-oriented university in Indonesia. ITB traces its origin to de Technische Hoogeschool te Bandoeng (THB) which was founded by the patronage of Karel Albert Rudolf Bosscha, a Bandung plantation owner, industrialist, and philanthropist, and the support from the Dutch colonial administration, to meet the needs of technical resources in Dutch East Indies. The school building was designed in 1918 by a Dutch architect named Henri Maclaine Pont, who was inspired by Indonesian vernacular architecture and blending it with modern elements. When the school opened its door for the first time on 3 July 1920, it only had one department namely 'de Faculteit van Technische Wetenschap' (Faculty of Technical Science) and one academic major of 'de afdeeling der Weg en Waterbouw' (the department of Road and Water resources engineering). During the Japanese occupation in 1942-1945, the institute was renamed KÅgyÅ Daigaku (å·¥æ¥­å¤§å­¦, 'Industrial University'). When Indonesia declared its independence the campus was renamed ''Sekolah Tinggi Teknik'' (STT) (Technical High School) in 1945. However a year later the Netherlands returned to Indonesia and took directorship of the campus, it was used as ''Nood-Universiteit van Nederlandsch IndiÃ«'' (emergency university of Dutch East Indies). Later in 1947 the campus housed the Faculteit van Technische Wetenschap (faculty of engineering) and Faculteit van Exacte Wetenschap (faculty of science) which is under Universiteit van IndonesiÃ« (later University of Indonesia). In 1950 after the Netherlands left Indonesia, the university became faculty of engineering and faculty of natural sciences, under the University of Indonesia. On 2 March 1959, the 2 faculty of the University of Indonesia in Bandung were declared a separate academic entity. On Government Regulation (Peraturan Pemerintah) No. 155/2000, ITB was declared a Legal Enterprise (Badan Hukum). Bandung Institute of Technology was founded for higher learning in natural sciences, technologies, and fine arts.",0
f00200,"E-Blink is the Leading fronthaul technologies. E-Blink designs and develops alternative solutions for the deployment of mobile network base stations.  The company's core product line, EB1, is a revolutionary system that eliminates the need for coaxial cables or short range fiber optics on base stations.   The EB1 system not only provides greater deployment flexibility and cost savings, but also provides a better integration of equipment into base station surroundings.",0
f00201,"Multiwash cooperates with 600+ car washes in Poland to bring high quality eco friendly subscription plans for companies via convenient  mobile app. More than 15k subsription users, over 100 enterprise clients, like Pepsico, Microsoft, Tchibo, ING Bank, Pfizer, Sanofi, Roche, Red Bull, TDK, DPD, Rossmann & others.",1
f00202,NUA-Umweltanalytik is one of the leading private laboratories for environmental analyses in the Austrian market and is renowned for water testing.,1
f00203,"UmeÃ¥-based SpinChem has a unique patented product, SpinChemÂ®, used by laboratories in chemical processes to produce and purify substances used in the manufacture of pharmaceuticals, cosmetics, food, etc. in an environmentally friendly and cost-effective way.",1
f00204,"Acoustic Wells offers industrial IoT solutions to maximize oil field efficiency. It uses sensing technologies and proprietary algorithms to reduce environmental impact. It builds an IoT system that can operate and last even in the most remote, toughest conditions.  The company helps reduce the need for the painstaking task of daily inspection of wells while providing operators much more fine-grained, actionable data.",1
f00205,"UniCaronas is a web-based platform that provides car-sharing services in Brazil. Its main target audience is undergraduate and graduate students.  The platform helps its users share approximately 1,200 rides per week, reducing carbon dioxide emissions in the environment, relieving traffic on the roads, and saving money.  UniCaronas was launched in April 2007.",1
f00206,"Rqmicro develops a pathogen separation and detection technology that delivers accurate results in less than 1 hour. It is used in rapid microbial assessment of water and food. Rqmicro was founded in 2013 and is based in Zurich, Switzerland.",1
f00207,"OutofBox Solutions is focused on making technology an enabler in the areas with low tech awareness.  After years of experience in technology solutions including accessibility & assistive technology, they are venturing into AgTech using IoT solutions powered by Artificial Intelligence.  Their solutions will enable farmers increase their productivity using latest technology.",1
f00208,"A private company founded in 1996, 8D is a world leader in the development of the most advanced, intelligent wireless, Machine-to-Machine (M2M), multi-function point of sale (POS) solutions.  Its unique award-winning city parking system (8D APMSTM), features 100% solar-powered wireless terminals that can manage both street parking and the emerging municipal bike rental services, from a single network of user-friendly pay stations. The system can easily interconnect with public transit systems, answering the need for green, integrated solutions to control traffic congestion and pollution. The advanced public bicycle rental system powered by 8D, BIXI, has just been recognized as one of the 50 Best Inventions of 2008, by Time Magazine.  POS terminals combine online payment with endless capacities for point of sale marketing â€“ show tickets, rebate coupons, advertising, etc. â€“ and information providing, in a totally autonomous solar device that performs perfectly in the most difficult climates.  8Dâ€™s solution features real time wireless payment and remote control as well as management of all terminal functions, from payment to enforcement â€“ and full monitoring of terminals and sensors â€“ in wired and wireless environments. At 8D Technologies, â€œTerminals are just the beginningâ€¦â€.",1
f00209,"Vesta Food Lab decodes sustainable deliciousness. Vesta is the first venture-capital-backed food technology company based in China to focus on plant-based substitutes. Founded in 2019, Vesta is on a mission to revolutionize how people access and consume protein. The company is led by a team of experienced serial entrepreneur, three-starred Michelin chef, macromolecular research chemist, and food engineering scientist.",1
f00210,"''â€œBased on my research on energy services in developing countries, I believe their product at its final price point could successfully target an enormous global market (probably >500 million individuals)â€ - Mark Thurber, co-Director of Stanfordâ€™s Program on Energy and Sustainable Development   We Charge Cell Phones. FlameStower, Inc. is an energy product engineering, design, and manufacturing company thatâ€™s developed a small, portable generator to capture heat energy from campfires, cookstoves, any open flame, and convert it direct into electricity. Not a lot of energy, but the low power demands of modern devices fundamentally change global energy strategies: one of the most powerful tools the world has known â€“ a cellphone allowing instant communication and limitless knowledge â€“ now fits in your pocket and needs only five volts to charge.   Our first product, a â€œmoduleâ€ for thermoelectric generators, keeps people online when theyâ€™re offâ€“grid: â€¢	outdoor adventurers who want a light-weight, easy to use, durable power supply;  â€¢	professional users requiring reliability over all else, no fragile parts, an ideal solution where IT lasts mere hours;  â€¢	communities in the developing world where mobile phone use far outreaches grid availability.   Off-grid chargers are an under-served, $3+ billion global market; people need an affordable solution to bridge the â€œIT Divideâ€ rapidly polarizing our world. Our design focus and materials selection are led by a push for extreme affordability - FlameStower is on track to be the lowest cost small generator in the world on a $/Wh basis, and is a prime candidate for disruptive adoption in developing communities.''",1
f00211,Aeris Environmental Limited is listed on the Australian Stock Exchange (ASX:AEI) and has been built on decades of pioneering research into novel microbial control solutions for systems optimisation and safety. The Company has integrated each of its patented SMART technology platforms into the worldâ€™s most advanced total solution for HVAC and refrigeration efficiency.,1
f00212,"The Vortex Companies is one of the fastest growing trenchless solution providers in the water, sewer and industrial marketplace. Its list of services includes turnkey bypass, structural relining, structural and corrosion protection materials, pipe bursting, trenchless robotic systems, and pipe and drain cleaning tools.",1
f00213,"Hitachiâ€™s history with North America dates back to 1926 when Hitachi commenced trade by exporting 30 electric fans to the United States.  In 1959, Hitachi America, Ltd. was established as a regional subsidiary while the first manufacturing facility was established in the U.S. in 1977.  At Hitachi, we leverage technology that drives sustainability across industries and reduces the overall burden on the planet. Our digital solutions help organizations improve their performance by solving real business problems while also addressing significant social challenges and environmental issues. We call it Social Innovation â€“ making the world a better place through technology and this is an integral part of Hitachiâ€™s heritage.    With operations throughout the Americas, Hitachi currently offers a broad range of business implements, including industrial services and equipment, automotive products, energy solutions, and consumer electronics. We follow a holistic approach in which weâ€™re always innovating to deliver superior products for society and state-of-the-art industrial services for businesses.   At Hitachi, weâ€™re committed to creating a better society and strengthening the industrial infrastructure by utilizing advanced technologies like IoT, analytics, artificial intelligence, and delivering turnkey industrial solutions for our partners. Through our unique collaborative-creation platforms, we strive to bring partners, consumers, and governments together to accelerate Social Innovation and build a better future.",1
f00214,"MOHAnet is a leading IoT solutions provider based in Budapest, Hungary, that develops customisable IoT solutions for the remote monitoring industry. They own an integrated monitoring system, including the central network monitoring and diagnostics hardware and software components.  They give you the ability to control your important resources with specialised, configurable IoT devices that transmit signals for systems such as fire alarms, machine monitoring, elderly supervision, and vending machines. MOHAnet offers iMachine as the first multifunctional IoT communicator on the market. With iMachine, new IoT applications can be realised. These applications are suitable for industrial, agricultural and consumer use, such as remote reading of gas, electricity and water meters, measuring soil-dampness, and monitoring your home. They are looking for exclusive partners who work with remote monitoring service providers and IT system integrators and are able to implement our solutions in their country.",1
f00215,"Zuka is a project that uses methods of vermi-composting and biotechnology to convert garden, fruit and vegetable waste into a two-in-one liquid organic compost and pest repellent formula known as Zuka liquid compost. The project also harvests Red Wriggler worms and processes the excrement into a package that is sold as organic fertilizer. Zuka addresses Socio-economic challenges such as unemployment, food insecurity and provides affordable alternative waste management solutions that reduce air, ground and water pollution.",1
f00216,"Nuance Energy is a manufacturer, solar developer, and licensed solar contractor. Its Osprey PowerPlatform employs earth anchor and modular, scalable design and preserve the stability of fragile soil conditions to transform contaminated land into clean energy power plants to enable contractors, integrators, and EPCs to achieve peak profitability through the industryâ€™s lowest installation costs and fastest time-to-revenue for ground-mounted systems. Nuance Energy was established in 2013 and is headquartered in San Ramon, California.",1
f00217,"BIONIC Hill is a Ukrainian innovation park that seeks to create a unique environment for innovation, effective business, and comfortable living. It offers an environment for the development and growth of high-tech and knowledge-based businesses in Ukraine focusing on information and communication technologies, biotech and pharmaceuticals, energy efficiency, and clean energy solutions.  Located on 363 acres of picturesque green area within the city of Kyiv, Ukraine, the project is being developed as a prime mixed-use property with business, residential, educational, retail, and recreational facilities. It will offer flexible business spaces and different types of residential spaces which will accommodate around 35,000 employees and 12,000 residents.  Constructed similarly to the Silicon Valley, its full construction is expected to be completed by 2020 with the first stage to be commissioned in 2015.",1
f00218,"The company has been involved in a project to develop technology used to implement innovative and economic solutions in the sphere of modular social construction. The project relies on building production technology and development of new materials to generate buildings characterised with low maintenance costs and high energy savings.  The solution has been developed by well known architects from the Tricity areaâ€“ the Droszcz family.  The project is a response to the growing demand in the European market for buildings that would be fast to assemble, prefabricated, of high quality, low maintenance costs, with a number of facilities for elderly or handicapped people.",1
f00219,"WatStech Ltd has been providing specialist services that include evaluating, independently, water and wastewater treatment processes and technologies.",1
f00220,Better Earth offers solar energy solutions and aims to create a more sustainable and better Earth through solar energy.,1
f00221,"Nexamp is leading the transformation to the new energy economy with proven solutions for the deployment and operation of solar energy assets.  Our comprehensive capabilities span the entire solar project lifecycle â€“ from project development, design and construction, through financing, operations and maintenance.  Our integrated, best-in class solutions make solar energy simple and profitable for our clients and partners, and make an impact every day. With a rapidly expanding network of property owners, businesses, communities and residents benefitting from our growing portfolio of solar assets across the US, Nexamp is laying the groundwork for a cleaner, more secure energy future.",1
f00222,"kRoad Ventures, L.P. (kRoad) is a global venture capital fund based in New York City. kRoad invests in and counsels early stage (first and second round) Internet and technology-driven ventures in the infrastructure sector (energy, utilities, water and waste-management). Deregulation and the introduction of new technologies have created tremendous opportunities, but the roads to success are neither easy or obvious. In addition to capital investment, kRoad brings a unique management and market perspective to venture funds in the infrastructure sector through the specific sector experience and market access of our founding limited partners.",1
f00223,"Vizimax is an independent manufacturer of Automation Systems for Grid Modernization used by Power Utilities, Independent Power Producers (â€˜IPPsâ€™) and Industrial Clients. Vizimax products contribute to making the electric grid more efficient, in lowering network outages by automating substations and interconnect renewable energy production sites to the grid, including wind farms, solar power and biomass production sites. Our clients include Siemens, Alstom Grid, Schneider Electric, Crompton Greaves, BHEL, and Hydro-Quebec among others.",1
f00224,"eFishery is an internet of things startup for fish/shrimp farming. The company builds technology solutions from smart feeding, cloud-based dashboard, and data platform to help the fish/shrimp farmers to grow their business sustainably. eFishery is trying to solve the biggest problem from one of the most crucial and fastest-growing industries in the world: aquaculture.",1
f00225,Euromate BV helping organisations and people to improve the indoor air quality.,1
f00226,"ClimaCheck Performance Analyser optimises heat pumps and refrigeration, freezing and air condition equipment. The energy efficiency increases while the wear decreases resulting in lowered costs for you as well as minimized carbon dioxide emissions.",1
f00227,"They know that investors expect long-term performance, the highest possible reliability regarding the production of electricity and proper warranties that are backed by a financially sound company from their investments in a solar power plant. In short: It needs to pay off. Among others, Q CELLS provides the key figures that make them the best choice for your investment into a qualified solar solution.",1
f00228,"Rain Water Solutions manufactures and distributes the 65-gallon Moby rain barrel as well as our latest addition - the 50 gallon Ivy rain barrel. We also design and install above and below ground rainwater harvesting systems. We work with residents, local and state agencies, and public and private institutions to develop custom solutions with the intent of protecting their landscape investment and reducing the use of costly, treated water. Our goal is to educate and engage our clients on the importance of protecting water quality through conserving water and reducing storm water runoff.",1
f00229,Hydrocapsule Inc. is a Life Sciences company specializing in experimental polymer capsule development and aqueous payloads. Our patent and patent pending technologies use ultraviolet light and a fluidized system that polymerizes a shell wall around aqueous substrates. Hydrocapsule Inc. has also demonstrated the ability to encapsulate live organisms and had been involved in many biocontrol projects around the world. We are perfectly suited as a method of custom encapsulation / controlled release platforming our technology across multiple lines of business.,1
f00230,"ZeaChem will change the world by creating high margin and sustainable alternatives to petroleum-based fuels and chemicals. Able to use wood chips, wheat straw, corn stover, or grasses to make a range of drop-in products for the $1T+ chemicals and fuels markets, ZeaChem can profit today without any subsidies and is competitive with $50 per barrel oil. ZeaChemÃ¢â‚¬â„¢s advantage centers around its fermentation process which converts 100% of the carbon in the sugars into end products, delivering unmatched yields",1
f00231,"Sipi Asset Recovery earns trust and delivers value by helping customers overcome their surplus technology challengesâ€”while aggressively protecting sensitive data and documenting that all relevant security, environmental and industry regulations have been met.",1
f00232,"Bright Stone Innovation Technology Group Co., Ltd. (hereinafter referred to as â€˜Bright Stone Innovation Groupâ€™) was established in 1999 with a registered capital of 3.785 billion yuan. Over the years, adhering to the management concept of â€˜Deep farming industry, Keeping innovation'', and adhering to the development strategy of focusing on industrial management, supplemented by venture investment and venture capital management, and gradually developed into an industrial enterprise group with important influence in China. Bright Stone Innovation Group's cover advanced manufacturing,medical health, environmental protection equipment manufacturing, water environmental management, new materials, industrial intelligence, asset management and other key industries.",1
f00233,"Cheyun Network is a Provider of an automotive technology platform designed to focus on the electrification, intelligence and networking of automobiles. The company's platform focuses on the digital and intelligent aspects of automobiles, exploring new automotive technologies, product development trends and consumer fashion in the era of mobile Internet, enabling customers to explore automobile technology.",1
f00234,High quality hemp apparel from designers all over the globe.,1
f00235,"Waave is the first ride-hailing app that enables taxicabs to provide upfront fares, surge-free pricing, and an estimated time of arrival before passengers hail a trip via their phone. By choosing Waave, passengers who care about the future of their city can play a vital role in reducing congestion and pollution while enhancing the well-being of the cityâ€™s taxi drivers. Waave is committed to great customer service, upfront and surge-free pricing, and most importantly, getting you from point A to B quickly, efficiently and safe because we only work with professional, fully licensed drivers.",1
f00236,"TKA Wasseraufbereitungssysteme GmbH provides laboratory water purification systems. It offers ion exchange cartridges, reverse osmosis systems, ultrapure water systems, high purity water systems, pretreatment systems, and water softeners, as well as other laboratory equipment and consumables. The company also provides accessories for ion exchange cartridges, mixed-bed resins, reverse osmosis systems, activated carbon filters, ultrapure water systems, measuring instruments, and digital and analog systems.",1
f00237,"Rentech, Inc. (Rentech) is a provider of clean energy solutions. The Company owns and operates a nitrogen fertilizer plant in East Dubuque, Illinois, that manufactures and sells natural gas-based nitrogen fertilizer products within the corn-belt region in the United States. It is developing energy projects to produce certified synthetic fuels and electric power from carbon-containing materials, such as biomass, waste and fossil resources. Its technologies can produce synthesis gas (syngas) from biomass and waste materials, and convert syngas from its own or other gasification technologies into complex hydrocarbons (the Rentech Process) that are then upgraded into fuels using refining technology that it licenses. In addition to developing projects using these technologies, it is pursuing the licensing of its technologies to developers of projects that are expected to produce fuels and/or power.",1
f00238,"CAF is a development bank that promotes a model of sustainable development through credit operations, grants and technical support as well as financial structuring of public and private sector projects in Latin America. The bank company promotes sustainable development and regional integration through efficient resource mobilization for the timely delivery of a number of high-value financial services to clients in the public and private sectors shareholder countries. Based in Caracas, Venezuela, CAF has offices in Buenos Aires, La Paz, Brasilia, Bogota, Quito, Madrid, Panama City and Lima. CAF is consists of 18 countries in Latin America, the Caribbean and Europe as well as 14 private banks from the Andean region.",1
f00239,"Lotic Labs builds software that enables efficient water markets and innovation in environmental finance. Lotic integrates fragmented data sets with state of the art environmental science models and financial simulations. This enables rigorous analysis of the relationships between financial, operational, and environmental decisions in the water utility and heavy industrial sectors. The Lotic Labs technology powers the design of novel financial products for risk management, conservation, and green infrastructure investment.",1
f00240,"Ecolumber is an investment entity that engaged in the delegating the direction and management of their agroforestry and farm projects. The investment entity does not maintain any contractual relationship of a labor nature. It is based in Barcelona, Catalonia, Spain.",1
f00241,"ACTenviro is a nationally-recognized environmental and hazardous waste management firm, and one of the top 100 recyclers in the United States. ACT has 2,500 clients that range from small businesses to local, state and federal government agencies to well-known, multinational Fortune 100 firms.  ACTâ€™s commitment to sustainability and the environment stems from a focus on protecting people, promoting health and safeguarding the planetâ€™s natural spaces. As part of our commitment, we manage our internal operations in ways that are both socially and ecologically responsible. We constantly search for new innovations that will help our customers and our team minimize environmental impact and sustain healthy communities.",1
f00242,FirstElement Fuel provides customers with retail hydrogen fueling for the next generation of vehicles powered by fuel cells.,1
f00243,"GreenTech & Projects works with project management and installing systems in homes and small businesses. The company works in the solar energy market and aims in guaranteeing qualified projects to clients with modern practices of the segment. The company wants to know what the clients need and provide with financial return and added value, that can be easily recognized through products. GreenTech & Projects was founded on 2018 and is headquartered in Porto Alegre, Brazil.",1
f00244,"Elemental Excelerator is on a mission to redesign the systems at the root of climate change. In 2009, the non-profit launched a new model for funding climate tech deployment. Breaking down barriers to innovation alongside entrepreneurs provides Elemental unique insight into the policy, market, and technology innovation needed to build systems to uplift people and communities around the world. Elemental has invested in over 100 growth-stage companies and celebrated more than a dozen exits, funded more than 70 technology projects, and built a platform for scaling equitable, market-driven solutions to climate change.",1
f00245,"upOwa develops, deploys and maintains innovative solutions that bring clean electricity to off-grid African communities in an affordable way.upOwa is a growing social business that enables dramatic social and economic improvements at the community level, in a sustainable way thanks to both its financial profitability and environment-friendly activities.",1
f00246,"Muver is the mobile app for rideshare and delivery drivers who use it along with big services on the US market (Uber, Lyft, Uber Eats, DoorDash, Grubhub and Instacart ) to automate their work and reduce needless idling. We help drivers make up to 30% more money and work smoothly not being distracted by manual apps switching on their devices while driving.",1
f00247,"Halsall Associates Limited provides personalized engineering services.  Halsall Associates, which was employee owned, is a Canadian engineering and project management firm based in Toronto, Canada. Halsall provides design and engineering services to the building market, with particular strengths in sustainable design and restoration. Halsall also provides structural engineering services to clients in the transportation market. The acquisition of Halsall extends the geographic reach into Canada of Parsons Brinckerhoff Inc., Balfour Beatty's wholly-owned professional services business.",1
f00248,"Pigeon Innovative Solutions, is a best Drone photography company in India specializing in professional aerial photography services with innovative sensor technologies in the areas of UAV Drone surveying, mapping, GIS surveying, topographical survey, 3D models, photogrammetery consultancy, drone inspection, aerial infrastructure monitoring, mining services, agricultural drones, vegetation mapping, crop health monitoring as well as aerial filming and aerial photography services.",1
f00249,"Farmy.ch is an online marketplace for local and organic food, directly from farmers and food makers. It places a lot of importance on the selection of producers and its uncompromising focus on quality and transparency. The company smart logistics and own fleet and e-mobiles deliver these goods incomparably fresh, emission-reduced, and time-saving directly to usersâ€™ front doors with its own fleet of e-mobiles. Farmy.ch provides online retailing of fresh and local food products with more than 10'000 hand-picked products from more than 1'000 authentic producers. It also offers products include fruits and vegetables, cheeses from Swiss dairies, meat, delicacies, and sweet temptations from real bakers and confectioners, as well as pantry and drugstore items.  Farmy.ch was founded in June 2014 by Roman Hartmann and Tobias Schubert and is based in",1
f00250,"CLIMATENZA is a solar thermal company that applies innovative technology solutions for sustainability in energy. Its technology provides high-value energy to utilities and heat for Industrial applications. The company develops and applies technologies to generate electricity from the sun, operating to limit climate change and to develop local communities using concentrating solar thermal technologies. CLIMATENZA was founded on 2018 and is headquartered in Santiago, Chile.",1
f00251,"Gari EcoPower provides businesses across Sweden with a wide range of energy services and sustainable technologies to help generate, purchase and manage solar energy. They design, provide and mount PV-plants",1
f00252,"Chrysal services companies in the flower and plant value chain with its products and services, ensuring longevity of flowers and pot plants and thereby increasing consumer satisfaction whilst reducing waste and water in the value chain. Chrysal offers products from innovative post-harvest products for breeders, to products and solutions for transport and display and finally flower food sachets for end-consumers. Chrysal operates from several locations around the globe selling its products in more than 90 countries.",1
